334029,cmn,在城市生活和在农村生活很不同。,1211549,eng,Living in the city is really different to living in the country.
334033,cmn,整个国家被大雪覆盖了。,1211543,eng,The whole country was covered in snow.
334035,cmn,他退休的时候，他儿子接手了他的生意。,1211562,eng,"When he retired, his son took over the business."
334038,cmn,她告诉我她妈妈买给她了。,1211559,eng,She told me her mum bought it for her.
334039,cmn,请你给我看一下这条裙子好吗？,1211556,eng,Can you show me this skirt please?
334042,cmn,他开始找工作了。,1211554,eng,He's started looking for a job.
334043,cmn,他和他所有的同学相处融洽。,995285,eng,He is on goods terms with all of his classmates.
334072,cmn,她会把她的照片给想要的人。,578247,eng,She'll give her photo to whoever wants it.
334104,cmn,我叔叔给了我一份礼物。,707207,eng,My uncle gave me a gift.
334122,cmn,谁是你最喜爱的电视明星？,1230667,eng,Who's your favourite TV star?
334137,cmn,已经是11点了。,1230697,eng,It's already 11.
334140,cmn,没有什么和和平一样重要。,1230692,eng,Nothing's as important as peace.
334141,cmn,不要忘记吸烟对你的健康有害。,1230690,eng,Don't forget smoking is bad for your health.
334145,cmn,我走路10分钟能到学校 。,1230689,eng,It takes me ten minutes to walk to school.
334156,cmn,让我知道我是否需要改变。,1230706,eng,Let me know if I need to change.
334161,cmn,没有电视，我无法生活。,1230703,eng,I can't live without TV.
334165,cmn,想像力影响着我们生活的各个方面。,1230700,eng,Imagination affects every part of our lives.
334171,cmn,“你感觉怎么样？”他问。,1230717,eng,How do you feel? he asked.
334172,cmn,我能问个问题吗？,437979,eng,Can I ask a question?
334173,cmn,"妈妈，我能吃一块饼干吗？ ""不行，不该在3餐间吃。""",1230714,eng,"Mum, can I have a biscuit? ""No, you shouldn't eat between meals."""
334181,cmn,去火车站要多久？,386696,eng,How long does it take to get to the train station?
334182,cmn,看你并不感到惊讶，你肯定已经知道了。,599706,eng,"You're not even phased, you must have known all along!"
334192,cmn,太郎有很强的责任感。,1230709,eng,Taro has a really strong sense of responsibility.
334200,cmn,很抱歉，我们不能接受你的要求。,1230739,eng,"I'm very sorry, we can't accept your request."
334304,cmn,你的新电脑运行得好吗？,395069,eng,Does your new computer run well?
334332,cmn,哦，我很抱歉。,1230759,eng,"Oh, I'm really sorry."
334336,cmn,她以轻柔的语调说话。,314932,eng,She spoke in soft tones.
334338,cmn,圣诞节的时候，我们送圣诞卡给朋友。,247947,eng,At Christmas we send Christmas cards to our friends.
334381,cmn,问题是那天我们的车不能用。,1230756,eng,The problem is we can't use our car on that day.
334382,cmn,我们去公园拍照了。,1230771,eng,We've gone to the park to take photos.
334389,cmn,我需要你的护照和三张照片。,1230770,eng,I need your passport and three photographs.
334390,cmn,我弟弟很喜欢拍山的照片。,1230769,eng,My younger brother really likes to take photos of mountains.
334394,cmn,吉田，不要急。,1230767,eng,"Yoshida, don't stress."
334401,cmn,我没时间阅读。,387493,eng,I don't have time for reading.
334404,cmn,这是我见过的最高的男人了。,1230775,eng,This is the tallest man I've ever seen.
334406,cmn,这里的人习惯了寒冷。,1230774,eng,The people here are used to the cold.
334413,cmn,怎么了？,1649962,eng,What's happened?
334443,cmn,我在名古屋生活了1个多月。,622183,eng,I lived in Nagoya for over a month.
334445,cmn,100万人在战争中失去了生命。,453822,eng,A million people lost their live during the war.
334463,cmn,该由你来决定我们去不去那儿。,2393462,eng,It's up to you if we go.
334488,cmn,“你什么时候回来？”“这都要看天气。”,386683,eng,"When will you come back? ""It all depends on the weather."""
334489,cmn,“是谁？”“是你妈妈。”,5226683,eng,"Who's that?  ""It's your mother."""
334561,cmn,我爸爸参加了料理竞赛并得了第一名。,1480925,eng,My father participated in a cooking contest and came in first.
334565,cmn,我在公园遇到了Ken。,1136970,eng,I ran into Ken at the park.
334624,cmn,你明天这个时候会是在做什么？,7852299,eng,What'll you be doing at this time tomorrow?
334641,cmn,他们可以克服恐惧。,2581635,eng,They can overcome their fear.
334648,cmn,我希望我们能保持联系。,56276,eng,I hope we stay in touch.
334685,cmn,我一天也离不开这本字典。,252486,eng,I cannot do without this dictionary even for a single day.
334690,cmn,目前我待在酒店。,1444019,eng,"For now, I will wait at the hotel."
334740,cmn,我没请他来参加庆祝会，感到有点内疚。,387980,eng,I feel a little guilty that I didn't invite him to join the celebration.
334742,cmn,地球的外形和橙子相似。,461157,eng,The globe is similar in shape to an orange.
334773,cmn,迷路的渔船安全地返回了港口。,435250,eng,The lost fishing boat made a safe return to harbour.
334785,cmn,我很抱歉那么晚回家。,7186135,eng,I'm very sorry that I came home so late.
334802,cmn,我看见一只猫追着一只狗跑。,7152124,eng,I see a cat chasing a dog.
334894,cmn,这个岛在日本的南面。,7801517,eng,This island is in the south of Japan.
334900,cmn,这个犯罪和我一点关系都没有。,4823944,eng,I have nothing to do with this crime.
334929,cmn,你喜欢什么风格的音乐？,2954145,eng,What kind of music do you like?
335007,cmn,请来两杯茶和一杯咖啡。,997922,eng,Please can we have two cups of tea and one cup of coffee.
335009,cmn,我可以在茶和咖啡之间做个选择。,997918,eng,I can choose between tea and coffee.
335010,cmn,这么做有什么好处吗？,997913,eng,Does doing things in this way have a benefit?
335011,cmn,这么做没什么好处。,997909,eng,Doing things in this way has no benefit.
335037,cmn,你觉得我之前在做什么？,997903,eng,What do you think I was doing before?
335052,cmn,有一天我去法国是无可避免的，我只是不知道何时。,5019482,eng,"It is inevitable that I will go to France someday, I just don't know when."
335085,cmn,他把书放在了桌上。,1195649,eng,He put the book on the table.
335107,cmn,他终于完成了他的目标。,995301,eng,In the end he achieved his objective.
335113,cmn,他有点像他的父亲。,997842,eng,He somewhat resembles his father.
335115,cmn,他停下来抽根烟。,995259,eng,He stopped for a quick cigarette.
335118,cmn,他和我同岁。,2307533,eng,He's the same age as me.
335132,cmn,一只狐狸不会两次掉入同一个陷阱里。,24561,eng,A fox is not caught twice in the same snare.
335164,cmn,我教书。,7316656,eng,I teach.
335255,cmn,我们反对战争。,8066849,eng,We're against war.
335267,cmn,她在夜校上自卫术课程。,335218,eng,She took night classes in the art of self-defense.
335268,cmn,知道如何使用电脑对我们来说变得很重要。,262489,eng,It is becoming important for us to know how to use a computer.
335273,cmn,我很久没有抽烟了。,259506,eng,I haven't smoked for ages.
335275,cmn,你做任何事都要尽全力。,1499004,eng,Give your best effort in all that you do.
335279,cmn,我看见那儿有个很美的瀑布。,1499021,eng,I saw a beautiful waterfall there.
335283,cmn,一股寒流侵袭了欧洲。,1499055,eng,A cold snap spread across Europe.
335306,cmn,我酷爱电视。,4904132,eng,I really like TV.
335368,cmn,亲爱的，我们跳舞吧。,35841,eng,"Let's dance, my darling."
335388,cmn,到明年我们学英语就有5年了。,249475,eng,We will have learned English for five years next year.
335396,cmn,我钱包里没钱了。,244276,eng,There was no money left in my wallet.
335399,cmn,我碰巧在街上遇到了Uno先生。,40541,eng,It happened that I met Mr Uno on the street.
335401,cmn,我弟弟似乎在大学过得很愉快。,35993,eng,My brother seems to enjoy himself at college.
335403,cmn,他试图表现得很愉快，但我们都知道他有多悲伤。,304526,eng,"He tried to act cheerfully, but we all knew how sad he felt."
335412,cmn,只是校服过时了。,21564,eng,School uniforms are just out of fashion.
335419,cmn,考虑到他缺乏经验，他做得[已经]非常好了。,295698,eng,He is doing very well considering he lacks experience.
335420,cmn,这就是你正在找的那本书。,56251,eng,This is the book which you are looking for.
335422,cmn,你怎么敢这样跟我说话！,66279,eng,How dare you speak to me like that!
335517,cmn,你回来的时候，我已经走了。,2745840,eng,"When you returned, I had already left."
335609,cmn,汤姆走得很慢。,432743,eng,Tom walks very slowly.
335619,cmn,这些问题对我们毫无效果。,757579,eng,These issues have no effect on us.
335621,cmn,让我们和他们讨论这个问题吧。,43749,eng,Let's discuss the problem with them.
335711,cmn,你们除了信任对方，没什么要做的了。,1467,eng,All you can do is trust one another.
335712,cmn,你不能指望我一直考虑周到！,1490,eng,You can't expect me to always think of everything!
335713,cmn,别指望别人来为你考虑！,1493,eng,Don't expect others to think for you!
335723,cmn,我想要成为吉他手。,253371,eng,I'd like to be a guitarist.
335848,cmn,不管这个问题重不重要，你必须解决它。,1260696,eng,"No matter how important the question may or may not be, you must solve it."
335874,cmn,这些工具是用来造房子的。,55119,eng,These tools are used for building a house.
335883,cmn,公司很快就要倒闭了。,2149848,eng,The company's going to go bankrupt really soon.
335933,cmn,他说的总体上是正确的。,7795912,eng,"He said that, on the whole, it was correct."
336004,cmn,疼痛令人难以忍受。,1789071,eng,The pain is unbearable.
336015,cmn,那个时候我才意识到我把钱包忘在家里了。,395265,eng,Only then did I realize that I had left my wallet at home.
336044,cmn,这首歌使我想起了我年轻的时候。,1067636,eng,This song makes me think of when I was young.
336051,cmn,收音机关掉了。,336049,eng,The radio is powered off.
336106,cmn,我天黑之前到达了村庄。,336059,eng,I arrived at the village before dark.
336110,cmn,他说话很快。,2799233,eng,He is speaking quickly.
336113,cmn,我想知道天会不会变晴。,336070,eng,I wonder if it will be sunny outside.
336182,cmn,先生，您把您的打火机留在桌子上了。,64667,eng,"Sir, you have left your lighter on the table."
336186,cmn,从大阪到秋田的车费是多少？,275677,eng,What is the fare from Osaka to Akita?
336188,cmn,据说这个区域埋着财宝。,59605,eng,It is said that treasure is buried in this area.
336191,cmn,说法语对他来说很自然。,34144,eng,It comes natural to him to speak French.
336219,cmn,我爸爸是个钓鱼高手。,998995,eng,My father is a skilled fisherman.
336251,cmn,很不幸，我没来得及听他的演讲。,71939,eng,Unfortunately I was not in time for his speech.
336257,cmn,他穿着衣服冲进房间。,289809,eng,He rushed into the room with his coat on.
336275,cmn,他是个城市规划的专家。,301838,eng,He is an expert in the area of city planning.
336423,cmn,他出发去加拿大了。,289553,eng,He has set out for Canada.
336430,cmn,观众深受感动。,277938,eng,The audience was deeply affected.
336433,cmn,判决对政府不利。,282733,eng,The judgement went against the government.
336435,cmn,她热泪盈眶。,325986,eng,Tears filled her eyes.
336439,cmn,他再也忍不住气了。,614437,eng,He could no longer contain his anger.
336444,cmn,他去和他的表弟待在一起了。,289250,eng,He went to stay with his cousin.
336446,cmn,她儿子成为了什么？,309537,eng,What has become of her son?
336448,cmn,明天来看看我。,323473,eng,Come and see me tomorrow.
336449,cmn,鸟儿成群飞着。,278195,eng,The birds were flying in a group.
336450,cmn,他被卷进了是非中。,290546,eng,He was involved in the trouble.
336451,cmn,他有点活泼。,551530,eng,He's a bit energetic.
336452,cmn,她将永远不会忘记听过这首悲伤的曲子。,311394,eng,She shall never forget listening to the sad tune.
336454,cmn,他体重上升了。,2390280,eng,He has gained weight.
336459,cmn,一尊骷髅被硬面包噎到。,34935,eng,There's a skeleton choking on a crust of bread.
336460,cmn,Jane感冒了一周才好。,53827,eng,It was a week before Jane got over her cold.
336462,cmn,公司放弃了那个项目。,22393,eng,The company abandoned that project.
336463,cmn,您怎么让屋子暖起来？,64239,eng,How do you heat the house?
336466,cmn,那个责任对他是个负担。,45877,eng,That responsibility is a burden to him.
336468,cmn,看来他出国学习的目的是要提高他说英语的能力。,26185,eng,"Developing his ability of speaking English, it seems, is his purpose of studying abroad."
336480,cmn,这蛋糕吃起来不同一般。,61172,eng,The cake tastes divine!
336481,cmn,PTA代表什么意思？,72188,eng,What does PTA stand for?
336486,cmn,你看的书越多，你知道的越多。,69903,eng,"The more books you read, the more you'll know."
336488,cmn,我们用喝茶的时间谈谈，好吗？,64192,eng,"Let's talk over a cup of tea, shall we?"
336492,cmn,我用了比我预期更长的时间来完成作业。,46686,eng,The assignment took me longer than I had expected.
336495,cmn,那是在我到家以后，我才不见了我的钱包。,24206,eng,It was not until I reached home that I missed my purse.
336500,cmn,谣言[最后]证明是假的。,2155922,eng,It turned out that the rumor was false.
336501,cmn,这就是我想要的。,56120,eng,This is what I want.
336502,cmn,我正流着汗。,21028,eng,I'm dripping with sweat.
336503,cmn,到5号轨道乘随便什么火车。,72481,eng,Take any train on track 5.
336504,cmn,Jim为她用钢琴伴奏。,53233,eng,Jim accompanied her on the piano.
336507,cmn,你爱拿多少就拿多少。,52298,eng,Take as much as you like.
336583,cmn,你什么时候旅游回来的啊？,65955,eng,When did you get back from your trip?
336590,cmn,Tom看上去对英语测试的结果很担心。,37184,eng,Tom looked worried about the result of an English test.
336602,cmn,这正是问题的关键。,43117,eng,That's the point.
336609,cmn,工程师告诉我们如何使用机器。,48755,eng,The engineer told us how to use the machine.
336611,cmn,我要和Marty讨论一下，看看他怎么想。,59467,eng,I'll talk it over with Marty and see what he thinks.
336615,cmn,花瓶摔成碎片了。,23707,eng,The vase crashed to pieces.
336622,cmn,你跟老板合得来吗？,69205,eng,Do you get along with your boss?
336624,cmn,说来奇怪，他不知道这个消息。,20636,eng,"Strange to say, he didn't know the news."
336625,cmn,每个月还清信用卡负债很重要。,62772,eng,It makes sense to pay off your credit card balance every month.
336632,cmn,我不认为John适合这份工作。,52693,eng,I don't think John is suited for the job.
336633,cmn,Fred来不来聚会对我来说没分别。,34092,eng,It makes no difference to me whether Fred came to the party or not.
336634,cmn,你不和我一起喝点茶吗？,54519,eng,Won't you have some tea with me?
336645,cmn,小镇被暴风雨后的洪水摧毁了。,277888,eng,The town was destroyed by the flood after the storm.
336650,cmn,自从他离开去法国，已经有两个月了。,283277,eng,Two months have passed since he left for France.
336655,cmn,在结冰的街道上我们很难保持平衡。,318308,eng,It is hard to keep our balance on icy streets.
336659,cmn,有些人每天都洗澡，有些人不是。,7772865,eng,"Some people wash themselves, some people don't."
336660,cmn,为了感谢您，这里有份礼物。,7782265,eng,"To thank you, here is a gift."
336661,cmn,她对自己的才能很自豪。,4728717,eng,She is very proud of her talent.
336666,cmn,读这本书很容易。,56890,eng,It is easy to read this book.
336667,cmn,这顶帽子对我来说太小了。,43981,eng,The cap is too small for me.
336668,cmn,这本书他们读起来够简单了。,57017,eng,This book is easy enough for them to read.
336681,cmn,现场有10名警员。,48188,eng,There were ten police officers on the spot.
336683,cmn,50个申请人中有20个不合格。,72553,eng,There were 20 failures among 50 applicants.
336684,cmn,这些数字总数不符。,41982,eng,These figures don't add up.
336685,cmn,当然。祝你好运！,4431177,eng,Sure. Good luck!
336686,cmn,这个女士看起来很悲伤，也很疲惫。,46597,eng,"The lady looked sad, also tired."
336690,cmn,天看起来要下雨了。,34653,eng,It looks as if it is going to rain.
336710,cmn,英语成为了一门国际语言。,26275,eng,English has become an international language.
336719,cmn,你觉得怎么样？,464554,eng,What do you think of it?
336722,cmn,恶魔摧毁了广岛和长崎。,49677,eng,The devil destroyed Hiroshima and Nagasaki.
336727,cmn,Mike是董事会里唯一的男性。,32940,eng,Mike is the only man on the board.
336864,cmn,假期里，我度过了悠闲的日子。,19781,eng,I spent idle days during the vacation.
336866,cmn,这药对你有好处。,56567,eng,This medicine will do you good.
336867,cmn,经济萧条是一段时间内，当这样的经济活动普遍增长而造成的一种临时性的经济活动衰退。,29685,eng,Recession is a temporary falling off of business activity during a period when such activity is generally increasing.
336868,cmn,给我们工具，我们会完成工作。,23478,eng,"Give us the tools, and we will finish the job."
336870,cmn,你最好照着医生的建议做。,7810479,eng,You'd better do as the doctor advised you.
336873,cmn,你说得太轻了，以至于我没办法听清楚你在说什么。,69845,eng,You speak so softly that I cannot quite hear what you say.
336875,cmn,我们只会在那样的条件下同意。,46178,eng,We will only consent on that condition.
336884,cmn,小山后面有个美丽的山谷。,19880,eng,A beautiful valley lies behind the hill.
336885,cmn,天空风云骤起。,18143,eng,The sky looks angry.
336886,cmn,两队打了场硬仗。,50744,eng,The two teams fought very hard.
336887,cmn,空中有一大片乌云。,18326,eng,There is a mass of dark clouds in the sky.
336908,cmn,你的行为离要求的太远了。,17159,eng,Your behavior leaves much to be desired.
336923,cmn,这些天John喝得太多了。,52623,eng,These days John drinks too much.
336929,cmn,我正要离开家的时候电话响了。,279257,eng,I was just about to leave the house when the telephone rang.
336930,cmn,在人群中，我们失去了那个男人的踪影。,28786,eng,We lost sight of the man in the crowd.
336935,cmn,当移居者的村庄被野蛮人征服后，他们的希望和生活到了痛苦的尽头，数年对灾祸的抵抗结束了。,28169,eng,Years of resistance to misfortune ended when the settlers' village was overcome by the savages and their hopes and lives came to the bitter end.
336936,cmn,船和火车哪个跑得快？,20244,eng,"Which goes faster, a ship or a train?"
336937,cmn,你的言行必须一致。,17227,eng,Your words must correspond with your actions.
336938,cmn,我不相信孩子能独自到东京。,59094,eng,I don't believe the child came to Tokyo alone.
336942,cmn,火车是开往伦敦的。,43434,eng,The train is bound for London.
336953,cmn,大雨使河水泛滥。,23907,eng,The rivers were flooded by the heavy rain.
336956,cmn,她几乎不说英语。,1137268,eng,She hardly speaks English.
336959,cmn,我爸爸告诉我去哪儿。,319189,eng,My father told me where to go.
336960,cmn,她名叫Yotchan。,312411,eng,She goes under the name of Yotchan.
336961,cmn,他来不来对我来说没区别。,282982,eng,It makes no difference to me whether he comes or not.
336965,cmn,他怎么在这样的贫困中谋生？,291557,eng,How did he make his living in such poverty?
336969,cmn,Jack这次肯定会成功。,53119,eng,Jack is bound to succeed this time.
336970,cmn,现今人们没有空调无法生活。,65399,eng,"Without an air conditioner, people nowadays cannot live."
336972,cmn,车站前有个银行。,25970,eng,There is a bank in front of the station.
336976,cmn,她不仅漂亮，而且对每个人都很好。,316608,eng,She is not only beautiful but also kind to everybody.
336977,cmn,不要虐待动物。,280217,eng,Don't be cruel to animals.
336981,cmn,虽然Luciano可能已经是出类拔萃，但他还是乳臭未干。,29551,eng,"Luciano might have the crowd behind him, but he's still wet behind the ears."
337220,cmn,自己生了孩子後才明白母愛到底是怎麼一回事。,264558,eng,It was not until I had a baby myself that I knew what mother's love is.
337226,cmn,珍的這個球拍比我昨天買的那個重了一點點。,53831,eng,This racket of Jane's is a little heavier than the one which I bought yesterday.
337229,cmn,地球的表面約有三分之一是陸地。,277111,eng,About one third of the earth's surface is land.
337234,cmn,我們有兩個女兒。,249592,eng,We have two daughters.
337237,cmn,嚴格地說你錯了。,7806197,eng,"Strictly speaking, you're wrong."
337245,cmn,款式很不錯，不過有沒有別的顏色？,237904,eng,"The style is nice, but do you have it in a different color?"
337247,cmn,他很快就下定了決心。,962514,eng,He made up his mind right away.
337258,cmn,我曾經爬過富士山。,388010,eng,I have climbed Mt. Fuji.
337261,cmn,他的圈子裏有兩人是醫生，一個是外科醫生，另一個是眼科醫生。,287727,eng,"There are two doctors in his circle of friends, a surgeon and an ophthalmologist."
337262,cmn,我醒來，發現原來一切都是場夢。,323775,eng,I awoke to find everything had been a dream.
337280,cmn,你的英語已有所改善。,70042,eng,You've improved your English.
337285,cmn,他們無家可歸。,306839,eng,They have no house to live in.
337287,cmn,他在手上貼了一塊膠布。,299191,eng,He put a Band-Aid on his hand.
337290,cmn,請打開窗。,274210,eng,Open the window.
337294,cmn,我們始終都有死的一天。,23272,eng,We shall all die some day.
337298,cmn,這本教科書對我來說太深了。,59679,eng,This textbook is too hard for me.
